InventoryID,StoreID,ProductID,CurrentStock,ReorderLevel,MaximumStock,LastRestockedDate,LastModifiedDate,IsActive
INV008018,STR0021,21936,17,79,302,2026-04-15,2026-07-05 19:34:40.830746,True
INV008019,STR0021,37477C,580,46,644,2026-06-14,2026-07-05 19:34:40.830782,True
INV008020,STR0021,10133,347,48,360,2026-01-26,2026-07-05 19:34:40.830819,True
INV008021,STR0021,35816B,58,25,501,2026-06-08,2026-07-05 19:34:40.830856,True
INV008022,STR0021,84968e,158,29,394,2026-04-29,2026-07-05 19:34:40.830895,True
INV008023,STR0021,22933,294,24,689,2026-01-10,2026-07-05 19:34:40.830934,True
INV008024,STR0021,22641,322,25,433,2026-03-22,2026-07-05 19:34:40.830970,True
INV008025,STR0021,21339,349,28,422,2026-03-15,2026-07-05 19:34:40.831018,True
INV008026,STR0021,35824P,190,72,442,2026-06-01,2026-07-05 19:34:40.831058,True
INV008027,STR0021,90167,94,34,475,2026-06-16,2026-07-05 19:34:40.831094,True
INV008028,STR0021,23424,65,67,413,2026-02-03,2026-07-05 19:34:40.831130,True
INV008029,STR0021,84796a,101,38,613,2026-04-11,2026-07-05 19:34:40.831167,True
INV008030,STR0021,84247G,144,41,301,2026-01-14,2026-07-05 19:34:40.831202,True
INV008031,STR0021,22925,252,24,501,2026-02-23,2026-07-05 19:34:40.831238,True
INV008032,STR0021,85035b,574,32,614,2026-04-08,2026-07-05 19:34:40.831274,True
INV008033,STR0021,84534b,88,52,347,2026-07-01,2026-07-05 19:34:40.831309,True
INV008034,STR0021,21591,270,51,645,2026-02-06,2026-07-05 19:34:40.831345,True
INV008035,STR0021,35443,274,42,489,2026-06-08,2026-07-05 19:34:40.831409,True
INV008036,STR0021,21630,384,55,496,2026-07-02,2026-07-05 19:34:40.831449,True
INV008037,STR0021,21194,28,74,311,2026-04-08,2026-07-05 19:34:40.831486,True
INV008038,STR0021,22644,507,50,653,2026-03-27,2026-07-05 19:34:40.831533,True
INV008039,STR0021,84876B,242,79,408,2026-05-06,2026-07-05 19:34:40.831569,True
INV008040,STR0021,22189,104,78,417,2026-02-19,2026-07-05 19:34:40.831605,True
INV008041,STR0021,21384,375,58,477,2026-05-21,2026-07-05 19:34:40.831672,True
INV008042,STR0021,47574B,213,74,513,2026-03-31,2026-07-05 19:34:40.831728,True
INV008043,STR0021,16048,222,78,382,2026-04-20,2026-07-05 19:34:40.831765,True
INV008044,STR0021,20783,331,51,367,2026-01-14,2026-07-05 19:34:40.831806,True
INV008045,STR0021,84247N,494,52,525,2026-01-30,2026-07-05 19:34:40.831846,True
INV008046,STR0021,21283,24,34,502,2026-04-03,2026-07-05 19:34:40.831882,True
INV008047,STR0021,21242,441,62,673,2026-04-09,2026-07-05 19:34:40.831918,True
INV008048,STR0021,15056n,462,23,569,2026-01-12,2026-07-05 19:34:40.831955,True
INV008049,STR0021,85039C,83,27,304,2026-06-17,2026-07-05 19:34:40.831991,True
INV008050,STR0021,23498,537,66,620,2026-06-26,2026-07-05 19:34:40.832026,True
INV008051,STR0021,44242A,175,42,671,2026-06-30,2026-07-05 19:34:40.832061,True
INV008052,STR0021,84804B,12,68,362,2026-04-03,2026-07-05 19:34:40.832096,True
INV008053,STR0021,22545,12,70,404,2026-01-19,2026-07-05 19:34:40.832132,True
INV008054,STR0021,90175D,312,20,611,2026-02-18,2026-07-05 19:34:40.832167,True
INV008055,STR0021,85071D,565,49,667,2026-05-31,2026-07-05 19:34:40.832203,True
INV008056,STR0021,22127,477,79,679,2026-05-02,2026-07-05 19:34:40.832239,True
INV008057,STR0021,21689,513,23,653,2026-03-16,2026-07-05 19:34:40.832274,True
INV008058,STR0021,17013C,262,22,421,2026-01-06,2026-07-05 19:34:40.832310,True
INV008059,STR0021,22827,209,26,329,2026-05-09,2026-07-05 19:34:40.832346,True
INV008060,STR0021,85221,341,28,397,2026-01-20,2026-07-05 19:34:40.832410,True
INV008061,STR0021,21450,80,67,485,2026-03-15,2026-07-05 19:34:40.832448,True
INV008062,STR0021,22735,27,73,521,2026-04-22,2026-07-05 19:34:40.832485,True
INV008063,STR0021,21991,152,52,558,2026-03-31,2026-07-05 19:34:40.832521,True
INV008064,STR0021,23540,135,52,396,2026-03-16,2026-07-05 19:34:40.832561,True
INV008065,STR0021,35840,135,66,449,2026-05-16,2026-07-05 19:34:40.832596,True
INV008066,STR0021,23506,308,61,548,2026-02-15,2026-07-05 19:34:40.832632,True
INV008067,STR0021,71496B,313,30,395,2026-07-04,2026-07-05 19:34:40.832668,True
INV008068,STR0021,85231g,10,66,504,2026-04-06,2026-07-05 19:34:40.832705,True
INV008069,STR0021,84687,184,50,558,2026-06-13,2026-07-05 19:34:40.832741,True
INV008070,STR0021,22478,313,42,357,2026-05-12,2026-07-05 19:34:40.832777,True
INV008071,STR0021,84596f,226,28,609,2026-03-27,2026-07-05 19:34:40.832812,True
INV008072,STR0021,22794,271,62,342,2026-02-24,2026-07-05 19:34:40.832848,True
INV008073,STR0021,21518,201,32,688,2026-02-16,2026-07-05 19:34:40.832882,True
INV008074,STR0021,21471,385,39,474,2026-01-28,2026-07-05 19:34:40.832921,True
INV008075,STR0021,62094B,55,56,671,2026-03-16,2026-07-05 19:34:40.832960,True
INV008076,STR0021,84801A,256,46,447,2026-07-04,2026-07-05 19:34:40.832998,True
INV008077,STR0021,79066K,431,64,465,2026-03-01,2026-07-05 19:34:40.833051,True
INV008078,STR0021,23465,449,29,535,2026-05-24,2026-07-05 19:34:40.833090,True
INV008079,STR0021,85144,278,79,338,2026-04-05,2026-07-05 19:34:40.833127,True
INV008080,STR0021,35837,46,42,397,2026-05-20,2026-07-05 19:34:40.833164,True
INV008081,STR0021,90030A,358,54,550,2026-04-12,2026-07-05 19:34:40.833200,True
INV008082,STR0021,21508,492,67,563,2026-06-09,2026-07-05 19:34:40.833236,True
INV008083,STR0021,21656,325,26,543,2026-02-28,2026-07-05 19:34:40.833276,True
INV008084,STR0021,85114b,434,37,666,2026-04-12,2026-07-05 19:34:40.833313,True
INV008085,STR0021,85111,81,37,424,2026-03-19,2026-07-05 19:34:40.833348,True
INV008086,STR0021,85196,68,41,655,2026-01-15,2026-07-05 19:34:40.833411,True
INV008087,STR0021,22811,407,64,536,2026-06-18,2026-07-05 19:34:40.833449,True
INV008088,STR0021,21205,116,22,383,2026-01-07,2026-07-05 19:34:40.833486,True
INV008089,STR0021,47574A,21,36,440,2026-06-21,2026-07-05 19:34:40.833522,True
INV008090,STR0021,23553,480,21,546,2026-01-28,2026-07-05 19:34:40.833558,True
INV008091,STR0021,35644,180,28,305,2026-03-19,2026-07-05 19:34:40.833594,True
INV008092,STR0021,47480,280,28,506,2026-02-02,2026-07-05 19:34:40.833630,True
INV008093,STR0021,84576,614,69,661,2026-06-12,2026-07-05 19:34:40.833666,True
INV008094,STR0021,22651,98,32,479,2026-06-24,2026-07-05 19:34:40.833702,True
INV008095,STR0021,22094,29,45,450,2026-03-13,2026-07-05 19:34:40.833782,True
INV008096,STR0021,20869,365,42,572,2026-02-14,2026-07-05 19:34:40.833820,True
INV008097,STR0021,35818B,190,20,327,2026-04-27,2026-07-05 19:34:40.833856,True
INV008098,STR0021,21622,255,37,330,2026-05-27,2026-07-05 19:34:40.833893,True
INV008099,STR0021,23113,125,76,460,2026-02-26,2026-07-05 19:34:40.833929,True
INV008100,STR0021,22616,107,51,303,2026-01-27,2026-07-05 19:34:40.833966,True
INV008101,STR0021,21458,361,44,501,2026-01-21,2026-07-05 19:34:40.834001,True
INV008102,STR0021,85160B,325,65,688,2026-02-08,2026-07-05 19:34:40.834038,True
INV008103,STR0021,35610C,180,37,423,2026-03-17,2026-07-05 19:34:40.834077,True
INV008104,STR0021,22803,198,56,445,2026-06-24,2026-07-05 19:34:40.834113,True
INV008105,STR0021,21125,75,30,483,2026-04-16,2026-07-05 19:34:40.834149,True
INV008106,STR0021,21416,78,25,333,2026-05-23,2026-07-05 19:34:40.834185,True
INV008107,STR0021,22115,92,42,510,2026-01-25,2026-07-05 19:34:40.834220,True
INV008108,STR0021,22294,213,80,530,2026-06-24,2026-07-05 19:34:40.834256,True
INV008109,STR0021,85034a,497,60,530,2026-05-02,2026-07-05 19:34:40.834295,True
INV008110,STR0021,22862,374,67,437,2026-04-25,2026-07-05 19:34:40.834332,True
INV008111,STR0021,20943,109,45,400,2026-06-30,2026-07-05 19:34:40.834393,True
INV008112,STR0021,90214N,395,43,462,2026-06-19,2026-07-05 19:34:40.834434,True
INV008113,STR0021,22907,271,44,435,2026-04-15,2026-07-05 19:34:40.834470,True
INV008114,STR0021,22411,196,34,478,2026-03-13,2026-07-05 19:34:40.834506,True
INV008115,STR0021,22273,462,53,594,2026-01-17,2026-07-05 19:34:40.834541,True
INV008116,STR0021,90033,430,38,529,2026-03-11,2026-07-05 19:34:40.834578,True
INV008117,STR0021,16010,63,33,323,2026-03-06,2026-07-05 19:34:40.834614,True
INV008118,STR0021,22680,309,53,413,2026-06-01,2026-07-05 19:34:40.834650,True
INV008119,STR0021,20692,97,38,360,2026-05-18,2026-07-05 19:34:40.834687,True
INV008120,STR0021,22384,281,44,439,2026-05-19,2026-07-05 19:34:40.834722,True
INV008121,STR0021,22065,225,39,570,2026-03-20,2026-07-05 19:34:40.834757,True
INV008122,STR0021,21796,42,36,664,2026-04-24,2026-07-05 19:34:40.834797,True
INV008123,STR0021,21817,73,39,472,2026-04-18,2026-07-05 19:34:40.834833,True
INV008124,STR0021,20621,379,53,528,2026-02-22,2026-07-05 19:34:40.834869,True
INV008125,STR0021,23381,164,37,405,2026-03-22,2026-07-05 19:34:40.834906,True
INV008126,STR0021,85018B,139,60,377,2026-03-25,2026-07-05 19:34:40.834944,True
INV008127,STR0021,23015,138,26,353,2026-02-13,2026-07-05 19:34:40.834979,True
INV008128,STR0021,90081B,399,62,568,2026-05-05,2026-07-05 19:34:40.835023,True
INV008129,STR0021,17084G,62,52,523,2026-06-03,2026-07-05 19:34:40.835063,True
INV008130,STR0021,22221,135,53,612,2026-02-17,2026-07-05 19:34:40.835100,True
INV008131,STR0021,84968E,375,20,402,2026-01-17,2026-07-05 19:34:40.835135,True
INV008132,STR0021,84761,283,34,679,2026-04-30,2026-07-05 19:34:40.835173,True
INV008133,STR0021,47581B,277,74,427,2026-05-10,2026-07-05 19:34:40.835209,True
INV008134,STR0021,22193,12,22,325,2026-03-10,2026-07-05 19:34:40.835244,True
INV008135,STR0021,22208,93,27,665,2026-01-28,2026-07-05 19:34:40.835279,True
INV008136,STR0021,85231B,431,63,619,2026-06-26,2026-07-05 19:34:40.835316,True
INV008137,STR0021,CRUK,76,56,457,2026-01-06,2026-07-05 19:34:40.835354,True
INV008138,STR0021,23079,354,66,557,2026-02-13,2026-07-05 19:34:40.835418,True
INV008139,STR0021,84993B,594,51,646,2026-04-03,2026-07-05 19:34:40.835456,True
INV008140,STR0021,85086A,184,77,627,2026-06-07,2026-07-05 19:34:40.835493,True
INV008141,STR0021,22974,63,28,348,2026-06-08,2026-07-05 19:34:40.835533,True
INV008142,STR0021,72800A,329,80,676,2026-03-23,2026-07-05 19:34:40.835572,True
INV008143,STR0021,21770,249,45,477,2026-02-26,2026-07-05 19:34:40.835608,True
INV008144,STR0021,84653,422,53,689,2026-01-24,2026-07-05 19:34:40.835644,True
INV008145,STR0021,22467,220,24,317,2026-03-13,2026-07-05 19:34:40.835680,True
INV008146,STR0021,84705b,313,60,366,2026-01-21,2026-07-05 19:34:40.835716,True
INV008147,STR0021,79172D,455,42,503,2026-03-27,2026-07-05 19:34:40.835751,True
INV008148,STR0021,23574,153,46,504,2026-01-21,2026-07-05 19:34:40.835787,True
INV008149,STR0021,90128D,301,52,537,2026-04-05,2026-07-05 19:34:40.835824,True
INV008150,STR0021,84857C,72,46,328,2026-03-18,2026-07-05 19:34:40.835860,True
INV008151,STR0021,79320,289,77,525,2026-04-19,2026-07-05 19:34:40.835896,True
INV008152,STR0021,20881,364,21,365,2026-07-02,2026-07-05 19:34:40.835933,True
INV008153,STR0021,22619,26,60,430,2026-05-04,2026-07-05 19:34:40.835968,True
INV008154,STR0021,20658,305,39,491,2026-03-04,2026-07-05 19:34:40.836006,True
INV008155,STR0021,23314,322,60,630,2026-05-06,2026-07-05 19:34:40.836042,True
INV008156,STR0021,23217,406,78,460,2026-01-31,2026-07-05 19:34:40.836078,True
INV008157,STR0021,DCGS0004,199,30,533,2026-02-08,2026-07-05 19:34:40.836113,True
INV008158,STR0021,22120,178,44,317,2026-05-03,2026-07-05 19:34:40.836151,True
INV008159,STR0021,84459A,336,60,345,2026-02-11,2026-07-05 19:34:40.836190,True
INV008160,STR0021,84563A,100,35,580,2026-06-10,2026-07-05 19:34:40.836228,True
INV008161,STR0021,21871,464,68,485,2026-01-31,2026-07-05 19:34:40.836269,True
INV008162,STR0021,22090,149,73,357,2026-04-28,2026-07-05 19:34:40.836305,True
INV008163,STR0021,23467,154,27,402,2026-03-03,2026-07-05 19:34:40.836341,True
INV008164,STR0021,23087,144,67,350,2026-06-04,2026-07-05 19:34:40.836405,True
INV008165,STR0021,22612,235,51,372,2026-06-20,2026-07-05 19:34:40.836444,True
INV008166,STR0021,22394,52,56,546,2026-06-12,2026-07-05 19:34:40.836481,True
INV008167,STR0021,21477,59,54,375,2026-06-15,2026-07-05 19:34:40.836517,True
INV008168,STR0021,22024,285,58,604,2026-02-09,2026-07-05 19:34:40.836552,True
INV008169,STR0021,23517,55,64,499,2026-01-14,2026-07-05 19:34:40.836588,True
INV008170,STR0021,90038C,289,64,464,2026-05-29,2026-07-05 19:34:40.836624,True
INV008171,STR0021,22456,148,23,473,2026-02-04,2026-07-05 19:34:40.836660,True
INV008172,STR0021,84925F,223,30,608,2026-02-01,2026-07-05 19:34:40.836695,True
INV008173,STR0021,35972,497,38,562,2026-03-21,2026-07-05 19:34:40.836734,True
INV008174,STR0021,84247C,394,66,681,2026-03-15,2026-07-05 19:34:40.836770,True
INV008175,STR0021,23497,347,33,608,2026-05-22,2026-07-05 19:34:40.836806,True
INV008176,STR0021,72807C,303,49,502,2026-02-05,2026-07-05 19:34:40.836841,True
INV008177,STR0021,21672,117,60,560,2026-06-21,2026-07-05 19:34:40.836879,True
INV008178,STR0021,22900,62,37,506,2026-05-19,2026-07-05 19:34:40.836916,True
INV008179,STR0021,22498,87,35,559,2026-02-18,2026-07-05 19:34:40.836954,True
INV008180,STR0021,23437,70,64,491,2026-05-24,2026-07-05 19:34:40.836990,True
INV008181,STR0021,22889,168,55,395,2026-01-24,2026-07-05 19:34:40.837037,True
INV008182,STR0021,84804A,324,70,353,2026-02-08,2026-07-05 19:34:40.837076,True
INV008183,STR0021,21164,34,24,642,2026-02-18,2026-07-05 19:34:40.837111,True
INV008184,STR0021,84558a,391,27,620,2026-04-06,2026-07-05 19:34:40.837147,True
INV008185,STR0021,22737,89,31,401,2026-06-08,2026-07-05 19:34:40.837183,True
INV008186,STR0021,22992,346,20,406,2026-01-16,2026-07-05 19:34:40.837220,True
INV008187,STR0021,22332,148,71,423,2026-05-19,2026-07-05 19:34:40.837256,True
INV008188,STR0021,21457,174,22,414,2026-01-28,2026-07-05 19:34:40.837292,True
INV008189,STR0021,22955,110,38,303,2026-04-01,2026-07-05 19:34:40.837327,True
INV008190,STR0021,85026B,257,57,494,2026-05-10,2026-07-05 19:34:40.837391,True
INV008191,STR0021,DOT,337,23,395,2026-03-05,2026-07-05 19:34:40.837435,True
INV008192,STR0021,90199A,325,61,386,2026-02-21,2026-07-05 19:34:40.837473,True
INV008193,STR0021,21633,259,22,571,2026-07-04,2026-07-05 19:34:40.837508,True
INV008194,STR0021,22653,157,29,622,2026-06-29,2026-07-05 19:34:40.837544,True
INV008195,STR0021,22589,146,70,426,2026-03-10,2026-07-05 19:34:40.837580,True
INV008196,STR0021,84809B,131,60,694,2026-03-14,2026-07-05 19:34:40.837618,True
INV008197,STR0021,21822,248,34,345,2026-03-28,2026-07-05 19:34:40.837655,True
INV008198,STR0021,22624,128,71,595,2026-02-10,2026-07-05 19:34:40.837690,True
INV008199,STR0021,21719,343,70,572,2026-06-07,2026-07-05 19:34:40.837727,True
INV008200,STR0021,15044B,270,35,330,2026-05-08,2026-07-05 19:34:40.837767,True
INV008201,STR0021,35004s,286,42,339,2026-03-28,2026-07-05 19:34:40.837803,True
INV008202,STR0021,21919,516,41,595,2026-05-27,2026-07-05 19:34:40.837838,True
INV008203,STR0021,85038,331,31,348,2026-01-27,2026-07-05 19:34:40.837873,True
INV008204,STR0021,23579,23,54,304,2026-03-28,2026-07-05 19:34:40.837909,True
INV008205,STR0021,21789,28,30,700,2026-06-04,2026-07-05 19:34:40.837948,True
INV008206,STR0021,82597,32,71,561,2026-01-24,2026-07-05 19:34:40.837985,True
INV008207,STR0021,84598,140,51,616,2026-04-01,2026-07-05 19:34:40.838020,True
INV008208,STR0021,22711,79,70,677,2026-06-19,2026-07-05 19:34:40.838056,True
INV008209,STR0021,21264,87,76,373,2026-03-31,2026-07-05 19:34:40.838091,True
INV008210,STR0021,37448,434,78,511,2026-01-16,2026-07-05 19:34:40.838127,True
INV008211,STR0021,23082,161,30,458,2026-02-19,2026-07-05 19:34:40.838162,True
INV008212,STR0021,22814,37,38,529,2026-04-30,2026-07-05 19:34:40.838209,True
INV008213,STR0021,20795,181,77,636,2026-04-03,2026-07-05 19:34:40.838244,True
INV008214,STR0021,21594,481,64,646,2026-06-03,2026-07-05 19:34:40.838280,True
INV008215,STR0021,85034b,354,43,667,2026-03-31,2026-07-05 19:34:40.838315,True
INV008216,STR0021,22537,199,50,556,2026-05-22,2026-07-05 19:34:40.838350,True
INV008217,STR0021,90128B,371,77,391,2026-04-28,2026-07-05 19:34:40.838413,True
INV008218,STR0021,84508B,2,80,330,2026-03-25,2026-07-05 19:34:40.838449,True
INV008219,STR0021,22198,370,27,534,2026-04-11,2026-07-05 19:34:40.838485,True
INV008220,STR0021,22583,154,57,614,2026-05-19,2026-07-05 19:34:40.838525,True
INV008221,STR0021,23607,404,21,450,2026-03-02,2026-07-05 19:34:40.838560,True
INV008222,STR0021,20733,144,34,345,2026-06-13,2026-07-05 19:34:40.838596,True
INV008223,STR0021,47566,477,79,623,2026-01-25,2026-07-05 19:34:40.838632,True
INV008224,STR0021,23356,145,48,352,2026-03-12,2026-07-05 19:34:40.838667,True
INV008225,STR0021,21609,213,79,335,2026-02-23,2026-07-05 19:34:40.838701,True
INV008226,STR0021,23073,224,36,407,2026-02-18,2026-07-05 19:34:40.838736,True
INV008227,STR0021,23617,130,22,317,2026-03-07,2026-07-05 19:34:40.838772,True
INV008228,STR0021,21438,54,73,475,2026-01-07,2026-07-05 19:34:40.838807,True
INV008229,STR0021,17038,506,23,576,2026-02-09,2026-07-05 19:34:40.838842,True
INV008230,STR0021,20753,244,61,694,2026-03-19,2026-07-05 19:34:40.838878,True
INV008231,STR0021,79413,303,41,537,2026-04-30,2026-07-05 19:34:40.838926,True
INV008232,STR0021,84708B,164,61,572,2026-04-13,2026-07-05 19:34:40.838973,True
INV008233,STR0021,90130D,533,26,583,2026-03-30,2026-07-05 19:34:40.839009,True
INV008234,STR0021,23287,195,33,348,2026-01-31,2026-07-05 19:34:40.839082,True
INV008235,STR0021,22969,193,37,420,2026-05-18,2026-07-05 19:34:40.839146,True
INV008236,STR0021,21136,670,79,682,2026-02-12,2026-07-05 19:34:40.839185,True
INV008237,STR0021,84809A,134,46,458,2026-05-08,2026-07-05 19:34:40.839222,True
INV008238,STR0021,22247,79,62,499,2026-05-30,2026-07-05 19:34:40.839257,True
INV008239,STR0021,84732D,234,44,682,2026-06-04,2026-07-05 19:34:40.839296,True
INV008240,STR0021,48179,215,68,311,2026-05-26,2026-07-05 19:34:40.839331,True
INV008241,STR0021,23272,117,75,361,2026-05-07,2026-07-05 19:34:40.839388,True
INV008242,STR0021,17129C,245,51,321,2026-05-28,2026-07-05 19:34:40.839432,True
INV008243,STR0021,84800M,540,36,682,2026-03-31,2026-07-05 19:34:40.839471,True
INV008244,STR0021,90062,31,55,690,2026-05-02,2026-07-05 19:34:40.839508,True
INV008245,STR0021,22870,22,73,382,2026-04-08,2026-07-05 19:34:40.839544,True
INV008246,STR0021,22813,414,78,427,2026-06-23,2026-07-05 19:34:40.839580,True
INV008247,STR0021,84247J,115,74,393,2026-06-08,2026-07-05 19:34:40.839616,True
INV008248,STR0021,85023A,454,70,524,2026-05-10,2026-07-05 19:34:40.839651,True
INV008249,STR0021,37502,34,41,646,2026-06-15,2026-07-05 19:34:40.839687,True
INV008250,STR0021,90119,138,29,372,2026-02-27,2026-07-05 19:34:40.839723,True
INV008251,STR0021,79190D,507,57,535,2026-01-12,2026-07-05 19:34:40.839758,True
INV008252,STR0021,21922,531,35,674,2026-06-03,2026-07-05 19:34:40.839793,True
INV008253,STR0021,84869,516,35,586,2026-06-24,2026-07-05 19:34:40.839829,True
INV008254,STR0021,23441,258,37,378,2026-03-29,2026-07-05 19:34:40.839865,True
INV008255,STR0021,21043,90,79,591,2026-06-08,2026-07-05 19:34:40.839900,True
INV008256,STR0021,47593b,328,57,386,2026-05-26,2026-07-05 19:34:40.839936,True
INV008257,STR0021,21198,119,59,679,2026-05-28,2026-07-05 19:34:40.839972,True
INV008258,STR0021,21443,519,59,630,2026-04-29,2026-07-05 19:34:40.840008,True
INV008259,STR0021,DCGS0070,419,55,596,2026-01-24,2026-07-05 19:34:40.840047,True
INV008260,STR0021,22703,63,43,678,2026-04-10,2026-07-05 19:34:40.840097,True
INV008261,STR0021,23247,264,49,343,2026-01-30,2026-07-05 19:34:40.840133,True
INV008262,STR0021,17091F,512,71,637,2026-06-27,2026-07-05 19:34:40.840168,True
INV008263,STR0021,21562,187,66,363,2026-06-28,2026-07-05 19:34:40.840203,True
INV008264,STR0021,35096B,199,74,644,2026-05-20,2026-07-05 19:34:40.840239,True
INV008265,STR0021,85084,22,52,366,2026-04-08,2026-07-05 19:34:40.840275,True
INV008266,STR0021,23308,391,69,691,2026-04-15,2026-07-05 19:34:40.840310,True
INV008267,STR0021,21403,150,41,348,2026-04-12,2026-07-05 19:34:40.840345,True
INV008268,STR0021,84078A,386,34,581,2026-05-20,2026-07-05 19:34:40.840410,True
INV008269,STR0021,84978,167,61,409,2026-06-24,2026-07-05 19:34:40.840447,True
INV008270,STR0021,23633,454,75,648,2026-03-16,2026-07-05 19:34:40.840483,True
INV008271,STR0021,21179,283,75,642,2026-02-04,2026-07-05 19:34:40.840519,True
INV008272,STR0021,72803B,297,40,591,2026-04-23,2026-07-05 19:34:40.840556,True
INV008273,STR0021,22911,94,54,473,2026-05-26,2026-07-05 19:34:40.840592,True
INV008274,STR0021,DCGS0044,405,46,445,2026-03-22,2026-07-05 19:34:40.840628,True
INV008275,STR0021,20957,2,80,674,2026-01-19,2026-07-05 19:34:40.840664,True
INV008276,STR0021,21099,164,72,447,2026-03-21,2026-07-05 19:34:40.840700,True
INV008277,STR0021,47518f,71,53,578,2026-02-27,2026-07-05 19:34:40.840736,True
INV008278,STR0021,85169C,99,52,315,2026-05-12,2026-07-05 19:34:40.840775,True
INV008279,STR0021,72753A,538,45,538,2026-07-01,2026-07-05 19:34:40.840810,True
INV008280,STR0021,20803,9,38,396,2026-04-02,2026-07-05 19:34:40.840846,True
INV008281,STR0021,17011C,428,53,470,2026-04-19,2026-07-05 19:34:40.840882,True
INV008282,STR0021,90024B,247,74,572,2026-02-04,2026-07-05 19:34:40.840918,True
INV008283,STR0021,35951,173,48,621,2026-05-04,2026-07-05 19:34:40.840956,True
INV008284,STR0021,84801B,101,34,508,2026-04-06,2026-07-05 19:34:40.840994,True
INV008285,STR0021,23305,264,78,446,2026-01-24,2026-07-05 19:34:40.841037,True
INV008286,STR0021,17012C,517,72,619,2026-04-14,2026-07-05 19:34:40.841078,True
INV008287,STR0021,79140,59,55,427,2026-06-25,2026-07-05 19:34:40.841114,True
INV008288,STR0021,20678,359,63,375,2026-02-11,2026-07-05 19:34:40.841150,True
INV008289,STR0021,22854,291,34,526,2026-04-26,2026-07-05 19:34:40.841187,True
INV008290,STR0021,22692,173,65,561,2026-02-20,2026-07-05 19:34:40.841222,True
INV008291,STR0021,16162M,569,33,690,2026-03-14,2026-07-05 19:34:40.841258,True
INV008292,STR0021,21409,154,66,379,2026-04-18,2026-07-05 19:34:40.841294,True
INV008293,STR0021,21387,269,63,656,2026-02-10,2026-07-05 19:34:40.841329,True
INV008294,STR0021,85186A,36,48,426,2026-01-11,2026-07-05 19:34:40.841385,True
INV008295,STR0021,21187,71,61,378,2026-03-20,2026-07-05 19:34:40.841427,True
INV008296,STR0021,22492,180,29,379,2026-03-27,2026-07-05 19:34:40.841463,True
INV008297,STR0021,84613C,515,60,603,2026-02-04,2026-07-05 19:34:40.841499,True
INV008298,STR0021,22460,55,79,359,2026-05-19,2026-07-05 19:34:40.841539,True
INV008299,STR0021,22536,19,32,451,2026-01-15,2026-07-05 19:34:40.841574,True
INV008300,STR0021,22533,70,55,486,2026-05-05,2026-07-05 19:34:40.841613,True
INV008301,STR0021,22409,111,33,322,2026-02-25,2026-07-05 19:34:40.841650,True
INV008302,STR0021,62095B,80,55,650,2026-06-02,2026-07-05 19:34:40.841686,True
INV008303,STR0021,85069,251,57,687,2026-04-17,2026-07-05 19:34:40.841722,True
INV008304,STR0021,21746,342,44,630,2026-03-08,2026-07-05 19:34:40.841758,True
INV008305,STR0021,46775A,455,30,610,2026-02-07,2026-07-05 19:34:40.841794,True
INV008306,STR0021,21398,24,80,324,2026-06-14,2026-07-05 19:34:40.841830,True
INV008307,STR0021,21310,344,39,451,2026-02-24,2026-07-05 19:34:40.841866,True
INV008308,STR0021,90025A,284,31,585,2026-04-15,2026-07-05 19:34:40.841902,True
INV008309,STR0021,84923,27,27,553,2026-06-06,2026-07-05 19:34:40.841938,True
INV008310,STR0021,90125B,473,74,525,2026-06-28,2026-07-05 19:34:40.841974,True
INV008311,STR0021,20877,102,42,353,2026-06-29,2026-07-05 19:34:40.842010,True
INV008312,STR0021,21815,361,66,465,2026-03-17,2026-07-05 19:34:40.842046,True
INV008313,STR0021,23115,15,26,601,2026-06-27,2026-07-05 19:34:40.842082,True
INV008314,STR0021,16202B,228,70,575,2026-04-10,2026-07-05 19:34:40.842118,True
INV008315,STR0021,23471,236,30,630,2026-02-01,2026-07-05 19:34:40.842153,True
INV008316,STR0021,90148,110,64,545,2026-03-21,2026-07-05 19:34:40.842190,True
INV008317,STR0021,22650,213,76,577,2026-06-03,2026-07-05 19:34:40.842229,True
INV008318,STR0021,23298,250,26,560,2026-01-27,2026-07-05 19:34:40.842266,True
INV008319,STR0021,22543,355,71,684,2026-06-09,2026-07-05 19:34:40.842302,True
INV008320,STR0021,84899E,344,26,613,2026-03-02,2026-07-05 19:34:40.842338,True
INV008321,STR0021,22687,608,29,656,2026-07-02,2026-07-05 19:34:40.842397,True
INV008322,STR0021,85205A,13,23,528,2026-03-06,2026-07-05 19:34:40.842437,True
INV008323,STR0021,84807,223,57,419,2026-04-09,2026-07-05 19:34:40.842473,True
INV008324,STR0021,22837,123,79,351,2026-01-15,2026-07-05 19:34:40.842510,True
INV008325,STR0021,37482p,393,46,538,2026-02-25,2026-07-05 19:34:40.842548,True
INV008326,STR0021,21381,533,56,625,2026-06-19,2026-07-05 19:34:40.842586,True
INV008327,STR0021,23142,286,44,576,2026-06-21,2026-07-05 19:34:40.842622,True
INV008328,STR0021,84251C,379,56,672,2026-06-29,2026-07-05 19:34:40.842658,True
INV008329,STR0021,21012,355,60,399,2026-06-21,2026-07-05 19:34:40.842694,True
INV008330,STR0021,22338,33,62,342,2026-06-22,2026-07-05 19:34:40.842730,True
INV008331,STR0021,90160D,326,74,414,2026-01-26,2026-07-05 19:34:40.842786,True
