ProductID,ProductName,Category,SubCategory,Brand,Supplier,CostPrice,SellingPrice,LaunchDate,LastModifiedDate,IsActive
21922,UNION STRIPE WITH FRINGE  HAMMOCK,Home,Storage,NovaRetail,Retail Wholesale Ltd,6.81,8.87,2020-01-01,2026-07-05 18:58:26.069443,True
21923,RED/CREAM STRIPE FRINGE HAMMOCK,Electronics,Lighting,SmartLiving,Global Traders,7.55,8.57,2020-01-01,2026-07-05 18:58:26.069500,True
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,Home,Decor,NovaRetail,UK Imports,7.4,8.6,2020-01-01,2026-07-05 18:58:26.069556,True
21925,UNION STRIPE CUSHION COVER ,Gift,Seasonal,PrimeGoods,Global Traders,1.4,1.56,2020-01-01,2026-07-05 18:58:26.069614,True
21926,RED/CREAM STRIPE CUSHION COVER ,Gift,Seasonal,SmartLiving,ABC Supplies,1.22,1.59,2020-01-01,2026-07-05 18:58:26.069669,True
21927,BLUE/CREAM STRIPE CUSHION COVER ,Electronics,Batteries,PrimeGoods,Prime Distribution,1.37,1.66,2020-01-01,2026-07-05 18:58:26.069727,True
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,Home,Decor,UrbanHome,ABC Supplies,1.95,2.46,2020-01-01,2026-07-05 18:58:26.069779,True
21929,JUMBO BAG PINK VINTAGE PAISLEY,Gift,Cards,NovaRetail,Global Traders,1.79,2.5,2020-01-01,2026-07-05 18:58:26.069832,True
21930,JUMBO STORAGE BAG SKULLS,Gift,Seasonal,SmartLiving,ABC Supplies,1.84,2.52,2020-01-01,2026-07-05 18:58:26.069886,True
21931,JUMBO STORAGE BAG SUKI,Home,Decor,NovaRetail,Global Traders,1.9,2.52,2020-01-01,2026-07-05 18:58:26.069941,True
21932,SCANDINAVIAN PAISLEY PICNIC BAG,Gift,Souvenirs,RetailPlus,Prime Distribution,1.87,2.43,2020-01-01,2026-07-05 18:58:26.069999,True
21933,PINK VINTAGE PAISLEY PICNIC BAG,Gift,Souvenirs,UrbanHome,Prime Distribution,2.08,2.45,2020-01-01,2026-07-05 18:58:26.070051,True
21934,SKULL SHOULDER BAG,Office,Stationery,UrbanHome,ABC Supplies,1.93,2.21,2020-01-01,2026-07-05 18:58:26.070102,True
21935,SUKI  SHOULDER BAG,Gift,Souvenirs,SmartLiving,Prime Distribution,1.75,2.33,2020-01-01,2026-07-05 18:58:26.070153,True
21936,RED RETROSPOT PICNIC BAG,Electronics,Accessories,UrbanHome,Global Traders,2.77,3.62,2020-01-01,2026-07-05 18:58:26.070217,True
21937,STRAWBERRY   PICNIC BAG,Gift,Seasonal,UrbanHome,Global Traders,3.21,3.59,2020-01-01,2026-07-05 18:58:26.070270,True
21942,SKULLS DESIGN FLANNEL,Home,Kitchen,PrimeGoods,Prime Distribution,1.13,1.27,2020-01-01,2026-07-05 18:58:26.070321,True
21943,CAKES AND RABBITS DESIGN FLANNEL ,Electronics,Batteries,PrimeGoods,Global Traders,0.79,1.11,2020-01-01,2026-07-05 18:58:26.070373,True
21944,KITTENS DESIGN FLANNEL,Office,Organization,PrimeGoods,ABC Supplies,0.87,1.16,2020-01-01,2026-07-05 18:58:26.070453,True
21945,STRAWBERRIES  DESIGN FLANNEL ,Electronics,Batteries,RetailPlus,Prime Distribution,1.06,1.27,2020-01-01,2026-07-05 18:58:26.070503,True
21946,PARTY TIME DESIGN FLANNEL,Home,Decor,PrimeGoods,UK Imports,0.82,1.0,2020-01-01,2026-07-05 18:58:26.070552,True
21947,SET OF 6 HEART CHOPSTICKS,Gift,Seasonal,RetailPlus,UK Imports,1.23,1.72,2020-01-01,2026-07-05 18:58:26.070600,True
21948,SET OF 6 CAKE CHOPSTICKS,Gift,Cards,PrimeGoods,UK Imports,1.5,1.88,2020-01-01,2026-07-05 18:58:26.070648,True
21949,SET OF 6 STRAWBERRY CHOPSTICKS,Electronics,Accessories,PrimeGoods,ABC Supplies,1.58,1.78,2020-01-01,2026-07-05 18:58:26.070696,True
21950,SET OF 6 DOTS CHOPSTICKS,Gift,Cards,PrimeGoods,UK Imports,2.0,2.27,2020-01-01,2026-07-05 18:58:26.070744,True
21955,DOORMAT UNION JACK GUNS AND ROSES,Gift,Souvenirs,RetailPlus,ABC Supplies,7.57,8.58,2020-01-01,2026-07-05 18:58:26.070793,True
21967,PACK OF 12 SKULL TISSUES,Electronics,Accessories,RetailPlus,ABC Supplies,0.32,0.42,2020-01-01,2026-07-05 18:58:26.070841,True
21972,SET OF 36 DINOSAUR PAPER DOILIES,Electronics,Lighting,NovaRetail,ABC Supplies,1.17,1.64,2020-01-01,2026-07-05 18:58:26.070889,True
21973,SET OF 36 MUSHROOM PAPER DOILIES,Home,Kitchen,UrbanHome,UK Imports,1.36,1.79,2020-01-01,2026-07-05 18:58:26.070943,True
21974,SET OF 36 PAISLEY FLOWER DOILIES,Electronics,Lighting,NovaRetail,UK Imports,1.42,1.99,2020-01-01,2026-07-05 18:58:26.071000,True
21975,PACK OF 60 DINOSAUR CAKE CASES,Office,Organization,RetailPlus,Prime Distribution,0.49,0.63,2020-01-01,2026-07-05 18:58:26.071060,True
21976,PACK OF 60 MUSHROOM CAKE CASES,Electronics,Accessories,RetailPlus,ABC Supplies,0.67,0.77,2020-01-01,2026-07-05 18:58:26.071120,True
21977,PACK OF 60 PINK PAISLEY CAKE CASES,Electronics,Batteries,NovaRetail,Prime Distribution,0.58,0.71,2020-01-01,2026-07-05 18:58:26.071173,True
21980,PACK OF 12 RED RETROSPOT TISSUES ,Gift,Cards,PrimeGoods,Prime Distribution,0.35,0.39,2020-01-01,2026-07-05 18:58:26.071228,True
21981,PACK OF 12 WOODLAND TISSUES ,Office,Desk,PrimeGoods,UK Imports,0.4,0.46,2020-01-01,2026-07-05 18:58:26.071281,True
21982,PACK OF 12 SUKI TISSUES ,Office,Desk,SmartLiving,Prime Distribution,0.36,0.45,2020-01-01,2026-07-05 18:58:26.071334,True
21983,PACK OF 12 BLUE PAISLEY TISSUES ,Electronics,Batteries,RetailPlus,Retail Wholesale Ltd,0.32,0.42,2020-01-01,2026-07-05 18:58:26.071410,True
21984,PACK OF 12 PINK PAISLEY TISSUES ,Home,Kitchen,SmartLiving,Retail Wholesale Ltd,0.35,0.41,2020-01-01,2026-07-05 18:58:26.071468,True
21985,PACK OF 12 HEARTS DESIGN TISSUES ,Gift,Souvenirs,UrbanHome,Prime Distribution,0.33,0.41,2020-01-01,2026-07-05 18:58:26.071521,True
21986,PACK OF 12 PINK POLKADOT TISSUES,Electronics,Accessories,UrbanHome,Retail Wholesale Ltd,0.3,0.41,2020-01-01,2026-07-05 18:58:26.071574,True
21987,PACK OF 6 SKULL PAPER CUPS,Home,Decor,PrimeGoods,Retail Wholesale Ltd,0.64,0.73,2020-01-01,2026-07-05 18:58:26.071632,True
21988,PACK OF 6 SKULL PAPER PLATES,Gift,Souvenirs,SmartLiving,Prime Distribution,0.81,0.95,2020-01-01,2026-07-05 18:58:26.071686,True
21989,PACK OF 20 SKULL PAPER NAPKINS,Office,Stationery,NovaRetail,Retail Wholesale Ltd,0.94,1.08,2020-01-01,2026-07-05 18:58:26.071736,True
21990,MODERN FLORAL STATIONERY SET,Gift,Cards,RetailPlus,ABC Supplies,1.93,2.26,2020-01-01,2026-07-05 18:58:26.071789,True
21991,BOHEMIAN COLLAGE STATIONERY SET,Home,Storage,NovaRetail,Retail Wholesale Ltd,2.01,2.25,2020-01-01,2026-07-05 18:58:26.071841,True
21992,VINTAGE PAISLEY STATIONERY SET,Home,Decor,RetailPlus,Prime Distribution,2.05,2.42,2020-01-01,2026-07-05 18:58:26.071892,True
21993,FLORAL FOLK STATIONERY SET,Electronics,Accessories,UrbanHome,Prime Distribution,1.6,2.27,2020-01-01,2026-07-05 18:58:26.071946,True
22003,VINTAGE BLUE VACUUM FLASK 0.5L ,Gift,Cards,PrimeGoods,UK Imports,5.41,6.75,2020-01-01,2026-07-05 18:58:26.072004,True
22016,Dotcomgiftshop Gift Voucher £100.00,Gift,Seasonal,PrimeGoods,Global Traders,69.16,83.33,2020-01-01,2026-07-05 18:58:26.072055,True
22021,BLUE FELT EASTER EGG BASKET,Home,Decor,SmartLiving,UK Imports,1.49,1.79,2020-01-01,2026-07-05 18:58:26.072106,True
22023,EMPIRE BIRTHDAY CARD,Home,Storage,PrimeGoods,UK Imports,0.38,0.53,2020-01-01,2026-07-05 18:58:26.072157,True
22024,RAINY LADIES BIRTHDAY CARD,Office,Organization,NovaRetail,ABC Supplies,0.4,0.56,2020-01-01,2026-07-05 18:58:26.072239,True
22025,RING OF ROSES BIRTHDAY CARD,Office,Desk,NovaRetail,Prime Distribution,0.38,0.54,2020-01-01,2026-07-05 18:58:26.072296,True
22026,BANQUET BIRTHDAY  CARD  ,Office,Organization,NovaRetail,Prime Distribution,0.47,0.53,2020-01-01,2026-07-05 18:58:26.072352,True
22027,TEA PARTY BIRTHDAY CARD,Home,Decor,NovaRetail,Global Traders,0.45,0.52,2020-01-01,2026-07-05 18:58:26.072443,True
22028,PENNY FARTHING BIRTHDAY CARD,Office,Stationery,RetailPlus,Prime Distribution,0.38,0.53,2020-01-01,2026-07-05 18:58:26.072496,True
22029,SPACEBOY BIRTHDAY CARD,Electronics,Accessories,SmartLiving,Global Traders,0.43,0.51,2020-01-01,2026-07-05 18:58:26.072546,True
22030,SWALLOWS GREETING CARD,Electronics,Lighting,UrbanHome,Global Traders,0.34,0.46,2020-01-01,2026-07-05 18:58:26.072596,True
22031,BOTANICAL LAVENDER BIRTHDAY CARD,Office,Stationery,SmartLiving,Global Traders,0.46,0.52,2020-01-01,2026-07-05 18:58:26.072647,True
22032,BOTANICAL LILY GREETING CARD,Gift,Cards,RetailPlus,Prime Distribution,0.35,0.47,2020-01-01,2026-07-05 18:58:26.072697,True
22033,BOTANICAL ROSE GREETING CARD,Electronics,Batteries,NovaRetail,Prime Distribution,0.43,0.48,2020-01-01,2026-07-05 18:58:26.072748,True
22034,ROBIN CHRISTMAS CARD,Home,Storage,UrbanHome,UK Imports,0.39,0.45,2020-01-01,2026-07-05 18:58:26.072798,True
22035,VINTAGE CARAVAN GREETING CARD ,Electronics,Accessories,SmartLiving,Global Traders,0.41,0.55,2020-01-01,2026-07-05 18:58:26.072847,True
22036,DINOSAUR BIRTHDAY CARD,Home,Storage,NovaRetail,Prime Distribution,0.36,0.5,2020-01-01,2026-07-05 18:58:26.072895,True
22037,ROBOT BIRTHDAY CARD,Home,Decor,PrimeGoods,Prime Distribution,0.45,0.52,2020-01-01,2026-07-05 18:58:26.072947,True
22038,BOTANICAL LAVENDER GIFT WRAP ,Electronics,Batteries,SmartLiving,Retail Wholesale Ltd,0.33,0.42,2020-01-01,2026-07-05 18:58:26.072995,True
22039,BOTANICAL LILY GIFT WRAP,Gift,Seasonal,RetailPlus,UK Imports,0.29,0.41,2020-01-01,2026-07-05 18:58:26.073042,True
22040,BOTANICAL ROSE GIFT WRAP,Office,Organization,PrimeGoods,Global Traders,0.31,0.42,2020-01-01,2026-07-05 18:58:26.073091,True
22041,"RECORD FRAME 7"" SINGLE SIZE ",Gift,Cards,RetailPlus,Prime Distribution,2.67,3.53,2020-01-01,2026-07-05 18:58:26.073140,True
22042,CHRISTMAS CARD SINGING ANGEL,Office,Stationery,SmartLiving,UK Imports,0.32,0.41,2020-01-01,2026-07-05 18:58:26.073188,True
22043,CHRISTMAS CARD SCREEN PRINT ,Home,Kitchen,PrimeGoods,Global Traders,0.28,0.34,2020-01-01,2026-07-05 18:58:26.073234,True
22044,CHRISTMAS CARD STACK OF PRESENTS,Electronics,Accessories,SmartLiving,Prime Distribution,0.24,0.33,2020-01-01,2026-07-05 18:58:26.073280,True
22045,SPACEBOY GIFT WRAP,Office,Organization,PrimeGoods,Retail Wholesale Ltd,0.32,0.42,2020-01-01,2026-07-05 18:58:26.073325,True
22046,TEA PARTY  WRAPPING PAPER ,Electronics,Batteries,NovaRetail,UK Imports,0.33,0.42,2020-01-01,2026-07-05 18:58:26.073373,True
22047,EMPIRE GIFT WRAP,Office,Stationery,NovaRetail,Retail Wholesale Ltd,0.32,0.42,2020-01-01,2026-07-05 18:58:26.073451,True
22048,BIRTHDAY BANQUET GIFT WRAP,Gift,Seasonal,PrimeGoods,UK Imports,0.32,0.42,2020-01-01,2026-07-05 18:58:26.073498,True
22049,WRAP CHRISTMAS SCREEN PRINT,Office,Organization,RetailPlus,UK Imports,0.22,0.3,2020-01-01,2026-07-05 18:58:26.073545,True
22050,PINK PAISLEY ROSE GIFT WRAP,Electronics,Batteries,NovaRetail,ABC Supplies,0.37,0.42,2020-01-01,2026-07-05 18:58:26.073592,True
22051,BLUE SCANDINAVIAN PAISLEY WRAP,Gift,Souvenirs,NovaRetail,ABC Supplies,0.33,0.42,2020-01-01,2026-07-05 18:58:26.073645,True
22052,VINTAGE CARAVAN GIFT WRAP,Home,Kitchen,RetailPlus,Retail Wholesale Ltd,0.31,0.42,2020-01-01,2026-07-05 18:58:26.073692,True
22053,EMPIRE DESIGN ROSETTE,Electronics,Batteries,UrbanHome,UK Imports,1.22,1.5,2020-01-01,2026-07-05 18:58:26.073737,True
22054,MINI CAKE STAND HANGING HEARTS,Office,Stationery,NovaRetail,UK Imports,1.58,2.12,2020-01-01,2026-07-05 18:58:26.073783,True
22055,MINI CAKE STAND  HANGING STRAWBERY,Home,Storage,PrimeGoods,ABC Supplies,1.52,2.14,2020-01-01,2026-07-05 18:58:26.073834,True
22056,CERAMIC PLATE LOVE HEART DESIGN,Gift,Souvenirs,RetailPlus,ABC Supplies,1.41,1.92,2020-01-01,2026-07-05 18:58:26.073891,True
22057,CERAMIC PLATE STRAWBERRY DESIGN,Gift,Seasonal,UrbanHome,ABC Supplies,1.77,2.02,2020-01-01,2026-07-05 18:58:26.073961,True
22058,CERAMIC LOVE HEARTS DESIGN MUG,Office,Stationery,SmartLiving,Global Traders,1.35,1.65,2020-01-01,2026-07-05 18:58:26.074013,True
22059,CERAMIC STRAWBERRY DESIGN MUG,Home,Kitchen,SmartLiving,Retail Wholesale Ltd,1.3,1.75,2020-01-01,2026-07-05 18:58:26.074066,True
22060,LARGE CAKE STAND HANGING HEARTS,Home,Kitchen,SmartLiving,Prime Distribution,7.16,9.7,2020-01-01,2026-07-05 18:58:26.074119,True
22061,LARGE CAKE STAND  HANGING STRAWBERY,Electronics,Batteries,NovaRetail,Prime Distribution,8.75,11.03,2020-01-01,2026-07-05 18:58:26.074192,True
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,Electronics,Lighting,NovaRetail,Global Traders,2.06,2.36,2020-01-01,2026-07-05 18:58:26.074254,True
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,Home,Kitchen,PrimeGoods,Global Traders,3.13,3.61,2020-01-01,2026-07-05 18:58:26.074315,True
22064,PINK DOUGHNUT TRINKET POT ,Gift,Seasonal,PrimeGoods,Global Traders,1.59,2.11,2020-01-01,2026-07-05 18:58:26.074367,True
22065,CHRISTMAS PUDDING TRINKET POT ,Office,Organization,SmartLiving,Global Traders,1.1,1.43,2020-01-01,2026-07-05 18:58:26.074452,True
22066,LOVE HEART TRINKET POT,Home,Kitchen,RetailPlus,ABC Supplies,0.85,1.14,2020-01-01,2026-07-05 18:58:26.074506,True
22067,CHOC TRUFFLE GOLD TRINKET POT ,Office,Desk,RetailPlus,ABC Supplies,1.47,2.07,2020-01-01,2026-07-05 18:58:26.074557,True
22068,BLACK PIRATE TREASURE CHEST,Office,Stationery,NovaRetail,UK Imports,1.8,2.25,2020-01-01,2026-07-05 18:58:26.074607,True
22069,BROWN  PIRATE TREASURE CHEST ,Gift,Cards,RetailPlus,ABC Supplies,2.65,2.97,2020-01-01,2026-07-05 18:58:26.074658,True
22070,SMALL RED RETROSPOT MUG IN BOX ,Home,Storage,RetailPlus,Prime Distribution,2.86,4.01,2020-01-01,2026-07-05 18:58:26.074724,True
22071,SMALL WHITE RETROSPOT MUG IN BOX ,Gift,Cards,NovaRetail,Retail Wholesale Ltd,2.86,3.84,2020-01-01,2026-07-05 18:58:26.074774,True
22072,RED RETROSPOT TEA CUP AND SAUCER ,Gift,Cards,SmartLiving,UK Imports,3.06,4.37,2020-01-01,2026-07-05 18:58:26.074826,True
22073,RED RETROSPOT STORAGE JAR,Electronics,Batteries,SmartLiving,UK Imports,3.3,4.54,2020-01-01,2026-07-05 18:58:26.074878,True
22074,6 RIBBONS SHIMMERING PINKS ,Electronics,Lighting,NovaRetail,Global Traders,1.07,1.52,2020-01-01,2026-07-05 18:58:26.074928,True
22075,6 RIBBONS ELEGANT CHRISTMAS ,Electronics,Batteries,NovaRetail,Retail Wholesale Ltd,1.45,1.82,2020-01-01,2026-07-05 18:58:26.074985,True
22076,6 RIBBONS EMPIRE  ,Office,Stationery,NovaRetail,UK Imports,1.52,1.75,2020-01-01,2026-07-05 18:58:26.075038,True
22077,6 RIBBONS RUSTIC CHARM,Electronics,Lighting,RetailPlus,Retail Wholesale Ltd,1.74,2.1,2020-01-01,2026-07-05 18:58:26.075088,True
22078,RIBBON REEL LACE DESIGN ,Electronics,Accessories,RetailPlus,Global Traders,1.92,2.49,2020-01-01,2026-07-05 18:58:26.075137,True
22079,RIBBON REEL HEARTS DESIGN ,Gift,Cards,SmartLiving,Retail Wholesale Ltd,1.6,1.94,2020-01-01,2026-07-05 18:58:26.075186,True
22080,RIBBON REEL POLKADOTS ,Electronics,Lighting,RetailPlus,Prime Distribution,1.71,1.92,2020-01-01,2026-07-05 18:58:26.075237,True
22081,RIBBON REEL FLORA + FAUNA ,Gift,Cards,PrimeGoods,ABC Supplies,1.71,2.2,2020-01-01,2026-07-05 18:58:26.075285,True
22082,RIBBON REEL STRIPES DESIGN ,Office,Stationery,RetailPlus,UK Imports,1.66,1.89,2020-01-01,2026-07-05 18:58:26.075336,True
22083,PAPER CHAIN KIT RETROSPOT,Electronics,Accessories,RetailPlus,Retail Wholesale Ltd,2.75,3.61,2020-01-01,2026-07-05 18:58:26.075411,True
22084,PAPER CHAIN KIT EMPIRE,Electronics,Lighting,UrbanHome,Prime Distribution,2.48,3.29,2020-01-01,2026-07-05 18:58:26.075465,True
22085,PAPER CHAIN KIT SKULLS ,Home,Storage,UrbanHome,UK Imports,2.68,3.18,2020-01-01,2026-07-05 18:58:26.075515,True
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,Electronics,Batteries,NovaRetail,ABC Supplies,2.58,3.35,2020-01-01,2026-07-05 18:58:26.075564,True
22087,PAPER BUNTING WHITE LACE,Electronics,Lighting,NovaRetail,Prime Distribution,2.54,3.46,2020-01-01,2026-07-05 18:58:26.075618,True
22088,PAPER BUNTING COLOURED LACE,Office,Stationery,RetailPlus,ABC Supplies,2.82,3.51,2020-01-01,2026-07-05 18:58:26.075674,True
22089,PAPER BUNTING VINTAGE PAISLEY,Home,Storage,NovaRetail,Prime Distribution,3.04,3.38,2020-01-01,2026-07-05 18:58:26.075734,True
22090,PAPER BUNTING RETROSPOT,Electronics,Batteries,SmartLiving,Global Traders,2.85,3.67,2020-01-01,2026-07-05 18:58:26.075784,True
22091,EMPIRE TISSUE BOX,Electronics,Accessories,SmartLiving,Prime Distribution,1.12,1.26,2020-01-01,2026-07-05 18:58:26.075832,True
22092,BLUE PAISLEY TISSUE BOX,Office,Desk,NovaRetail,ABC Supplies,0.64,0.83,2020-01-01,2026-07-05 18:58:26.075882,True
22093,MOTORING TISSUE BOX,Office,Organization,SmartLiving,Global Traders,0.78,0.96,2020-01-01,2026-07-05 18:58:26.075932,True
22094,RED RETROSPOT TISSUE BOX,Office,Organization,SmartLiving,ABC Supplies,0.98,1.29,2020-01-01,2026-07-05 18:58:26.075990,True
22095,LADS ONLY TISSUE BOX,Electronics,Batteries,PrimeGoods,Prime Distribution,1.14,1.39,2020-01-01,2026-07-05 18:58:26.076042,True
22096,PINK PAISLEY SQUARE TISSUE BOX ,Office,Organization,RetailPlus,ABC Supplies,0.71,0.92,2020-01-01,2026-07-05 18:58:26.076092,True
22097,SWALLOW SQUARE TISSUE BOX,Gift,Seasonal,PrimeGoods,Prime Distribution,0.7,0.98,2020-01-01,2026-07-05 18:58:26.076142,True
22098,BOUDOIR SQUARE TISSUE BOX,Gift,Seasonal,UrbanHome,UK Imports,0.88,1.25,2020-01-01,2026-07-05 18:58:26.076215,True
22099,CARAVAN SQUARE TISSUE BOX,Office,Organization,PrimeGoods,Retail Wholesale Ltd,1.01,1.27,2020-01-01,2026-07-05 18:58:26.076275,True
22100,SKULLS SQUARE TISSUE BOX,Gift,Souvenirs,SmartLiving,ABC Supplies,1.18,1.48,2020-01-01,2026-07-05 18:58:26.076322,True
22101,MIRROR MOSAIC VOTIVE HOLDER,Home,Decor,PrimeGoods,Prime Distribution,1.91,2.31,2020-01-01,2026-07-05 18:58:26.076371,True
22102,MIRROR MOSAIC T-LIGHT HOLDER ,Office,Desk,NovaRetail,ABC Supplies,1.73,1.95,2020-01-01,2026-07-05 18:58:26.076454,True
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,Electronics,Accessories,RetailPlus,Retail Wholesale Ltd,1.6,1.99,2020-01-01,2026-07-05 18:58:26.076509,True
22104,MIRROR MOSAIC CANDLE PLATE,Gift,Seasonal,PrimeGoods,UK Imports,1.15,1.58,2020-01-01,2026-07-05 18:58:26.076558,True
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,Electronics,Batteries,SmartLiving,UK Imports,3.11,4.19,2020-01-01,2026-07-05 18:58:26.076606,True
22106,MIRROR MOSAIC HURRICANE LAMP ,Electronics,Accessories,NovaRetail,Global Traders,4.0,5.42,2020-01-01,2026-07-05 18:58:26.076652,True
22107,PIZZA PLATE IN BOX,Electronics,Accessories,UrbanHome,ABC Supplies,3.53,4.65,2020-01-01,2026-07-05 18:58:26.076697,True
22108,PING! MICROWAVE PLATE,Gift,Cards,UrbanHome,Prime Distribution,2.8,3.54,2020-01-01,2026-07-05 18:58:26.076742,True
22109,FULL ENGLISH BREAKFAST PLATE,Home,Decor,NovaRetail,ABC Supplies,3.96,5.11,2020-01-01,2026-07-05 18:58:26.076786,True
22110,BIRD HOUSE HOT WATER BOTTLE,Office,Desk,RetailPlus,Prime Distribution,2.79,3.85,2020-01-01,2026-07-05 18:58:26.076830,True
22111,SCOTTIE DOG HOT WATER BOTTLE,Electronics,Lighting,PrimeGoods,Prime Distribution,5.03,5.72,2020-01-01,2026-07-05 18:58:26.076876,True
22112,CHOCOLATE HOT WATER BOTTLE,Office,Organization,PrimeGoods,Retail Wholesale Ltd,4.63,5.83,2020-01-01,2026-07-05 18:58:26.076920,True
22113,GREY HEART HOT WATER BOTTLE,Gift,Cards,UrbanHome,ABC Supplies,3.54,4.19,2020-01-01,2026-07-05 18:58:26.076975,True
22114,HOT WATER BOTTLE TEA AND SYMPATHY,Gift,Seasonal,RetailPlus,Prime Distribution,4.27,4.77,2020-01-01,2026-07-05 18:58:26.077024,True
22115,METAL SIGN EMPIRE TEA,Office,Organization,NovaRetail,Retail Wholesale Ltd,2.85,3.29,2020-01-01,2026-07-05 18:58:26.077070,True
22116,METAL SIGN HIS DINNER IS SERVED,Office,Organization,RetailPlus,Prime Distribution,1.43,1.87,2020-01-01,2026-07-05 18:58:26.077114,True
22117,METAL SIGN HER DINNER IS SERVED ,Office,Stationery,RetailPlus,ABC Supplies,2.65,3.07,2020-01-01,2026-07-05 18:58:26.077159,True
22118,JOY WOODEN BLOCK LETTERS,Home,Storage,RetailPlus,Prime Distribution,4.28,5.43,2020-01-01,2026-07-05 18:58:26.077206,True
22119,PEACE WOODEN BLOCK LETTERS,Electronics,Batteries,RetailPlus,Global Traders,5.22,6.81,2020-01-01,2026-07-05 18:58:26.077251,True
22120,WELCOME  WOODEN BLOCK LETTERS,Electronics,Lighting,RetailPlus,ABC Supplies,8.73,11.26,2020-01-01,2026-07-05 18:58:26.077296,True
22121,NOEL WOODEN BLOCK LETTERS ,Office,Stationery,NovaRetail,Global Traders,5.81,6.67,2020-01-01,2026-07-05 18:58:26.077340,True
22122,SET OF 2 FANCY FONT TEA TOWELS,Gift,Seasonal,UrbanHome,UK Imports,2.9,3.47,2020-01-01,2026-07-05 18:58:26.077417,True
22123,PING MICROWAVE APRON,Gift,Seasonal,SmartLiving,UK Imports,3.0,3.78,2020-01-01,2026-07-05 18:58:26.077477,True
22124,SET OF 2 TEA TOWELS PING MICROWAVE,Office,Stationery,PrimeGoods,UK Imports,1.96,2.72,2020-01-01,2026-07-05 18:58:26.077529,True
22125,UNION JACK HOT WATER BOTTLE ,Home,Kitchen,PrimeGoods,ABC Supplies,5.9,6.8,2020-01-01,2026-07-05 18:58:26.077585,True
22127,PARTY CONES CARNIVAL ASSORTED,Home,Kitchen,SmartLiving,Global Traders,1.4,1.79,2020-01-01,2026-07-05 18:58:26.077638,True
22128,PARTY CONES CANDY ASSORTED,Home,Kitchen,UrbanHome,Global Traders,1.13,1.52,2020-01-01,2026-07-05 18:58:26.077691,True
22129,PARTY CONES CANDY DECORATION,Electronics,Batteries,PrimeGoods,ABC Supplies,1.23,1.62,2020-01-01,2026-07-05 18:58:26.077742,True
22130,PARTY CONE CHRISTMAS DECORATION ,Gift,Souvenirs,NovaRetail,Prime Distribution,1.34,1.83,2020-01-01,2026-07-05 18:58:26.077794,True
22131,FOOD CONTAINER SET 3 LOVE HEART ,Electronics,Accessories,PrimeGoods,Global Traders,1.91,2.54,2020-01-01,2026-07-05 18:58:26.077844,True
22132,RED LOVE HEART SHAPE CUP,Office,Desk,PrimeGoods,Prime Distribution,0.87,1.15,2020-01-01,2026-07-05 18:58:26.077894,True
22133,PINK LOVE HEART SHAPE CUP,Electronics,Lighting,UrbanHome,ABC Supplies,1.05,1.24,2020-01-01,2026-07-05 18:58:26.077946,True
22134,MINI LADLE LOVE HEART RED ,Electronics,Lighting,PrimeGoods,Retail Wholesale Ltd,0.5,0.64,2020-01-01,2026-07-05 18:58:26.078006,True
22135,MINI LADLE LOVE HEART PINK,Home,Kitchen,PrimeGoods,UK Imports,0.54,0.68,2020-01-01,2026-07-05 18:58:26.078057,True
22136,LOVE HEART SOCK HANGER,Office,Stationery,UrbanHome,Retail Wholesale Ltd,1.87,2.1,2020-01-01,2026-07-05 18:58:26.078108,True
22137,BATHROOM SET LOVE HEART DESIGN,Home,Kitchen,UrbanHome,UK Imports,3.01,3.57,2020-01-01,2026-07-05 18:58:26.078158,True
22138,BAKING SET 9 PIECE RETROSPOT ,Office,Organization,RetailPlus,Retail Wholesale Ltd,3.79,5.32,2020-01-01,2026-07-05 18:58:26.078221,True
22139,RETROSPOT TEA SET CERAMIC 11 PC ,Office,Organization,RetailPlus,UK Imports,4.84,5.56,2020-01-01,2026-07-05 18:58:26.078274,True
22141,CHRISTMAS CRAFT TREE TOP ANGEL,Office,Desk,UrbanHome,UK Imports,1.84,2.61,2020-01-01,2026-07-05 18:58:26.078323,True
22142,CHRISTMAS CRAFT WHITE FAIRY ,Gift,Souvenirs,NovaRetail,Prime Distribution,1.45,1.72,2020-01-01,2026-07-05 18:58:26.078372,True
22143,CHRISTMAS CRAFT HEART DECORATIONS,Electronics,Batteries,RetailPlus,ABC Supplies,2.0,2.55,2020-01-01,2026-07-05 18:58:26.078453,True
22144,CHRISTMAS CRAFT LITTLE FRIENDS,Gift,Seasonal,PrimeGoods,Global Traders,1.96,2.6,2020-01-01,2026-07-05 18:58:26.078506,True
22145,CHRISTMAS CRAFT HEART STOCKING ,Office,Desk,RetailPlus,UK Imports,2.08,2.36,2020-01-01,2026-07-05 18:58:26.078556,True
22146,EASTER CRAFT IVY WREATH WITH CHICK,Home,Kitchen,RetailPlus,ABC Supplies,1.42,2.0,2020-01-01,2026-07-05 18:58:26.078607,True
